,Erro y=0.00,Erro y=0.02,Erro y=0.04,Erro y=0.06,Erro y=0.08,Erro y=0.10,Erro y=0.12,Erro y=0.14,Erro y=0.16,Erro y=0.18,Erro y=0.20,Erro y=0.22,Erro y=0.24,Erro y=0.25,Erro y=0.27,Erro y=0.29,Erro y=0.31,Erro y=0.33,Erro y=0.35,Erro y=0.37,Erro y=0.39,Erro y=0.41,Erro y=0.43,Erro y=0.45,Erro y=0.47,Erro y=0.49,Erro y=0.51,Erro y=0.53,Erro y=0.55,Erro y=0.57,Erro y=0.59,Erro y=0.61,Erro y=0.63,Erro y=0.65,Erro y=0.67,Erro y=0.69,Erro y=0.71,Erro y=0.73,Erro y=0.75,Erro y=0.76,Erro y=0.78,Erro y=0.80,Erro y=0.82,Erro y=0.84,Erro y=0.86,Erro y=0.88,Erro y=0.90,Erro y=0.92,Erro y=0.94,Erro y=0.96,Erro y=0.98
x=0.49,0.479425538604203,8.049628116202552,7.700031909813378,7.368991230507562,7.056285814928991,6.761660586997342,6.484828560926508,6.225474620532826,5.983259997925941,5.75782725834995,5.548805596176191,5.355816257854824,5.17847792801666,5.016411941480347,4.869247213372738,4.736624809094845,4.618202103310805,4.513656501065793,4.422688713768736,4.345025597861344,4.280422574684359,4.228665656748646,4.189573108865865,4.162996772982669,4.148823083673613,4.146973797612877,4.157406455430054,4.180114588562049,4.21512767738624,4.26251086036447,4.322364387428317,4.394822804680136,4.480053851982098,4.578257050508455,4.689661954252626,4.814526038279195,4.9531321977166645,5.105785835656914,5.272811525809806,5.454549247424543,5.65135020592853,5.863572272952187,6.091575103481562,6.335715014834444,6.596339740369876,6.873783198032389,7.168360437152147,7.480362943199972,7.81005448633942,8.157667693133337,0.2590347239999257
x=0.51,0.49688013784373675,8.02268727883579,7.676348283596013,7.34830323460462,7.038340134177715,6.7462133857265005,6.4716464143209915,6.214335156718993,5.973952259082796,5.7501518011371635,5.5425743600775395,5.350852234683342,5.174614667248671,5.013492924955141,4.867125129972063,4.735160756022195,4.617264736132762,4.513121150219445,4.422436481099244,4.344942443125784,4.280398398939025,4.228593387157456,4.189347787715749,4.162514652535634,4.147980727885003,4.145667191662863,4.155530124417681,4.17756072757017,4.211785296415372,4.258264949324346,4.3170951084260745,4.388404721191227,4.472355207038731,4.569139108652195,4.678978424479911,4.802122597308092,4.938846134306416,5.089445837055814,5.25423762630419,5.4335529560458795,5.627734825364741,5.837133414487765,6.0621013934973975,6.302988977503139,6.560138829528989,6.833880939998496,7.124527636878717,7.432368900130721,7.757668164753616,8.100658795345735,0.2684654842170501
x=0.53,0.5141359916531131,7.976864423519594,7.633945775411288,7.3090948842138745,7.00210640067961,6.712741592465292,6.440730810713553,6.185776852578105,5.947559059210593,5.725737965924468,5.519960313561731,5.329864236153634,5.155084457053641,4.995257350388753,4.850025753399404,4.719043444883499,4.601979233059961,4.4985206210211235,4.4083770385804915,4.33128264538059,4.266998721696494,4.2153156708444754,4.176054661037324,4.1490689355353805,4.1342448186327045,4.131502441946264,4.140796211124412,4.162115027864304,4.195482276361321,4.240955577286516,4.298626306342333,4.368618868606932,4.451089714470123,4.546226078239122,4.654244416740766,4.775388522815914,4.909927287906932,5.058152089467143,5.2203737832210795,5.396919287961285,5.588127762148036,5.794346387542784,6.015925795679029,6.2532151979721995,6.506557308902678,6.776283182379915,7.0627071115820454,7.366121768814522,7.686793780122077,8.024959935274364,0.27778886181997964
x=0.55,0.5311861979208834,7.912378357400743,7.573037104865376,7.251572425866702,6.9477841773993925,6.661438030030035,6.392267903619755,6.139979362826038,5.904253798642206,5.684753195539414,5.4811252751988,5.293008815539395,5.120038964205295,4.9618523945234205,4.818092184865696,4.688412335654228,4.572481869166264,4.469988484046748,4.380641758124554,4.304175909555658,4.24035213776941,4.188960572750533,4.149821864561543,4.122788445432992,4.107745494907409,4.104611635015037,4.113339377781422,4.13391534191508,4.1663602496070045,4.21072870823232,4.26710877556836,4.335621301095394,4.4164190301826025,4.509685452655507,4.615633372603671,4.734503172594376,4.866560743072319,5.0120950471210035,5.171415292540942,5.344847688096755,5.532731769641907,5.735416295527686,5.953254730030428,6.1866003589649585,6.435801113054737,6.701194210880231,6.983100771870158,7.281820586833677,7.597627263519535,7.930763981367566,0.2870011275819834
x=0.57,0.5480239367918736,7.829412702490063,7.493800160957504,7.1759087229990275,6.875542110787608,6.592467967248133,6.3264203905530945,6.077103536340478,5.844196083239059,5.627356325998799,5.426227652880999,5.240444176887855,5.069636318590788,4.913436175658855,4.771482555002894,4.643425583183265,4.528930846246707,4.427683039701257,4.3393891322760645,4.263781063622076,4.200618006866936,4.149688232864013,4.110810615053082,4.08383581300246,4.068647169731195,4.065161353469941,4.073328769118117,4.093133758668794,4.124594603566736,4.167763335518812,4.222725355807073,4.2895988567421615,4.3685340326021125,4.459712061301639,4.563343832238618,4.679668390446149,4.808951062627893,4.951481227315519,5.107569689911977,5.277545624679463,5.461753050981897,5.660546821734837,5.874288119620515,6.103339482633818,6.348059415817633,6.608796690330346,6.885884482090358,7.179634555495428,7.490331745763417,7.818229026839904,0.29609859671958494
x=0.59,0.5646424733950354,7.728115362847647,7.396377299949203,7.082242452618685,6.785517096589341,6.505968317743352,6.243326795362909,5.99729081547694,5.767531256072574,5.553697249557308,5.35542222422565,5.172330049929065,5.004041055142282,4.850177734144951,4.710370016298093,4.584260018687192,4.471506245280252,4.371787228716686,4.2848046348530335,4.210285866106306,4.14798620877603,4.09769057334133,4.059214876588593,4.032407111505485,4.01714814612144,4.0133522865946984,4.020967633346375,4.039976252255869,4.070394176057039,4.112271244205977,4.1656907826503025,4.230769118089133,4.307654914418641,4.39652831205553,4.497599843693019,4.611109092812711,4.7373230541159685,4.876534148312927,5.029057838071215,5.195229788434408,5.375402515228593,5.569941470995084,5.779220532426845,6.003616878988184,6.243505291872087,6.499251956941602,6.771207923529538,7.059702447798107,7.365036524915611,7.687476974310854,0.3050776303664274
x=0.61,0.5810351605373051,7.608596824602531,7.280873482064774,6.970676212485432,6.677812485797287,6.402046052604946,6.143100164889319,5.900662258712117,5.674389753725511,5.463916583210513,5.268860074419309,5.088827841490714,4.923424418033718,4.772257429981125,4.634943180724761,4.511111582843891,4.400410420466969,4.302508962746872,4.2171009731501705,4.143907173260527,4.0826772258700545,4.033191302467442,3.995261296695462,3.9687317394153765,3.953480463764295,3.9494190607666897,3.9564931581297706,3.974682547068836,4.00400117446962,4.044497010382392,4.096251793657279,4.159380651314884,4.23403157980533,4.320384768430406,4.4186517366848435,4.529074247963555,4.651922951950134,4.787495697234722,4.936115444857409,5.098127703638237,5.273897401209264,5.463805103451932,5.668242503474985,5.8876071241529635,6.1222962206588445,6.372699935404692,6.639193848294698,6.922131175467763,7.22183498704933,7.538590917492436,0.3139346370287707
x=0.63,0.5971954413623921,7.4709271663302985,7.147353113222022,6.8412734105079425,6.55249522280415,6.280775749668902,6.025826137930647,5.787317178943079,5.564886308667644,5.358145385510938,5.166688747271794,4.990101124205407,4.827965086520404,4.679867810891261,4.5454070471388865,4.424196245002661,4.315868859224051,4.2200818900061225,4.136518738344705,4.064891465516518,4.004942546829637,3.9564462047285844,3.919209397942839,3.8930725333342466,3.87790995660878,3.8736302678215746,3.880176497986335,3.897526174222458,3.9256912926877168,3.964718210888122,4.014687463584284,4.075713499118521,4.147944325211837,4.2315610447278855,4.32677725215182,4.433838250176952,4.553020032501456,4.684627963578348,4.828995068891817,4.986479831282823,5.157463371902828,5.342345882020223,5.541542169519182,5.755476198923118,5.984574545088413,6.229258757239705,6.48993674749893,6.766993474490948,7.060781373090472,7.37161115481222,0.3226660740220419
x=0.65,0.6131168519734338,7.315131575965254,6.995835375478119,6.694053735266721,6.409591753378956,6.142196170852003,5.891560336875673,5.657331402695731,5.439119047339924,5.236505001897732,5.049052706063108,4.876316563029565,4.7178504173166695,4.573215033786683,4.441984485945641,4.3237514595372275,4.218131543282382,4.124766616825834,4.043327462822319,3.9735157320026273,3.9150653824894976,3.8677437018294842,3.8313520051757264,3.8057260877515766,3.790736495286658,3.7862886631030994,3.792322963104537,3.808814687996026,3.8357739933944286,3.8732458107337053,3.921309736617127,3.980079897050823,4.049704777280754,4.130366999149771,4.22228301732035,4.325702692637732,4.4409086845909505,4.568215584621214,4.707968687607706,4.860542270609426,5.026337217515501,5.205777799380591,5.399307399612119,5.6073829713327,5.830468045563429,6.069024190201441,6.323500966241864,6.594324645181803,6.88188622626026,7.18652958114778,0.3312684488878612
x=0.67,0.6287930240184686,7.141184062858881,6.826287719645173,6.528986910284429,6.249082470560927,5.986305722596272,5.740325028720941,5.510755178941134,5.29716857557554,5.099107170266402,4.91609425402669,4.747645429385458,4.593278340283278,4.452520955497189,4.324918372552279,4.210038226282918,4.1074748551656075,4.016852409818293,3.937827093000057,3.870088708983645,3.813361679969312,3.7674056636072217,3.7320158820832505,3.707023251506004,3.6922943813882654,3.6877314980606997,3.693272332711229,3.7088900040170687,3.7345929165274665,3.770424688511386,3.8164641163202995,3.872825175805217,3.939657054276168,4.017144198106028,4.105506350421695,4.204998539285567,4.315910958070799,4.438568654997498,4.573330916748845,4.720590190976248,4.8807703448692825,5.054324004852909,5.241728673139446,5.443481283784025,5.660090865383822,5.892069048547639,6.139918325872972,6.404118264494483,6.685110283203008,6.983282084350804,0.33973832079097915
x=0.69,0.6442176872376911,6.94899890362482,6.638617038975866,6.3459843020730125,6.070894375541925,5.813056613399679,5.57210500824497,5.347610808712082,5.139097207812144,4.9460545920120165,4.767955135722027,4.604265915038047,4.454460093924763,4.3180260450902255,4.194474485343314,4.083343835998853,3.984204080407383,3.896659403671836,3.8203498826869153,3.754952462148173,3.7001814139953533,3.655788439969091,3.621562542860815,3.5973297630286725,3.582952853085447,3.578330944945224,3.5833992489450717,3.5981288137302068,3.6225263671938515,3.6566342522162643,3.7005304654981233,3.754328802672023,3.818179107281793,3.8922676141893877,3.976817368330903,4.072088686012307,4.178379606231165,4.296026251521189,4.425402978889128,4.566922148907015,4.721033273138934,4.888221217472239,5.069003047385292,5.263923015555454,5.4735451409475075,5.698442857038017,5.93918537548362,6.196320781814693,6.470356482217979,6.7617384053725,0.3480723018955646
x=0.71,0.6593846719714731,6.738419142141533,6.432657817396327,6.144887763481742,5.874891509722683,5.62234747943592,5.386842682538763,5.167890142364931,4.9649485978581085,4.777442280045732,4.6047791371201265,4.446366536588763,4.301624045493705,4.169993308942519,4.050945306345385,3.943985391585592,3.848656556682506,3.7645413345884537,3.6912627036194054,3.62848429263471,3.575910123829611,3.533284074745107,3.5003891951080024,3.4770469775686075,3.463116653407304,3.458494563496815,3.4631136398167586,3.4769430222997766,3.4999878285831145,3.532289089342976,3.5739238584139374,3.6250055040044113,3.6856841841353694,3.7561475049280846,3.8366213532337765,3.9273708835567556,4.0287016208252835,4.1409606119745,4.264537516140626,4.399865460160841,4.547421397286579,4.707725588116457,4.881339674175832,5.0688626479369745,5.2709238706410995,5.488172214969449,5.721260515821353,5.97082493008955,6.2374596491422265,6.521688676767411,0.35626705872029385
x=0.73,0.674287911628145,6.509201134268533,6.208156205399372,5.9254548187513,5.660862553085549,5.414014212914289,5.1844324030701685,4.971552223711775,4.774748187465278,4.593360148964249,4.426716132060819,4.274151019382402,4.135020906343517,4.008713457936749,3.8946548796208518,3.7923141976960886,3.7012055134575457,3.6208888065709814,3.5509697547782397,3.491098931382643,3.440970649784875,3.4003216493319997,3.368929758679035,3.346612629676135,3.333226603805922,3.3286657517637637,3.332861112584986,3.3457801498771502,3.36742643770521,3.397839586318077,3.4370954172423156,3.485306397473675,3.542622342748776,3.6092313992202225,3.685361310007713,3.771280966193868,3.8673022280794287,3.9737819777049292,4.091124321607458,4.2197827948201105,4.360262311865345,4.513120454862435,4.678967471624655,4.858464076730354,5.052315831031282,5.261262595512536,5.48606146829009,5.727461964758446,5.986173283016613,6.262825488768661,0.3643193134716992
x=0.75,0.6889214451105513,6.260993611238915,5.964748445612352,5.687338886114227,5.428504772213406,5.187818719460482,4.964714236916994,4.758521588648448,4.568505135550384,4.393897532679404,4.233928193918529,4.087845166829258,3.9549307221302223,3.8345115774286995,3.725964887368142,3.628721099916256,3.542264625562716,3.466133074165635,3.399915628480028,3.343250964677113,3.2958250043597412,3.257368688050006,3.227655892058213,3.2065015634939176,3.1937601168402825,3.1893241157473824,3.1931232522130575,3.205123629652663,3.2253273547284644,3.253772443941954,3.290533053970388,3.3357200488514107,3.3894819217638394,3.452006093616995,3.5235206139540622,3.6042962902054723,3.694649266420955,3.7949440577609366,3.9055970148079924,4.027080130314392,4.159924992355095,4.30472650673396,4.462145726614297,4.632910709177399,4.817813760902834,5.017702793831291,5.233463988769205,5.46599295368062,5.716152707861086,5.984719768833325,0.37222584535524195
x=0.76,0.7032794192004103,5.993308895816308,5.701931213180481,5.430062609553996,5.177403234009628,4.943435400026137,4.727467663624641,4.528688115078192,4.346216770248726,4.179150623878314,4.026598608854792,3.887706351917687,3.7616720789760123,3.647755573615669,3.5452820867805093,3.4536428222026836,3.3722932659043168,3.300750287480105,3.238588657138739,3.185437404749641,3.1409762893607573,3.1049325384144972,3.0770779433623052,3.0572263523773566,3.045231573409328,3.0409856860212168,3.044417754121667,3.055492931000604,3.0742119510988557,3.1006110084841785,3.1347620293261613,3.1767733543251966,3.2267908567894796,3.2849995326325168,3.3516256095923,3.4269392336131874,3.511257798773767,3.6049499896869865,3.7084405947499604,3.822216111670077,3.9468310799296935,4.082914899519897,4.2311785723007,4.392420252653262,4.567527636171407,4.757474022368251,4.963303515842577,5.186099832320377,5.42693372463711,5.686787868644653,0.37998349186358776
x=0.78,0.7173560908995228,5.70548248256684,5.419020003814355,5.152981409135795,4.907003898888545,4.680435410566855,4.47240625956854,4.281909975065303,4.107877178522022,3.9492342489265684,3.804944886188285,3.6740363945246926,3.5556140000392578,3.4488666460192086,3.3530671975731714,3.267569287880396,3.191802380285547,3.125266090038284,3.0675244185999757,3.018200282750989,2.9769705423826793,2.9435616187400955,2.9177457280816923,2.8993377188487677,2.888192482759768,2.884202904576327,2.887298316978423,2.897443433134492,2.9146377384381292,2.938915333574705,2.9703452331788207,3.0090321378131124,3.0551177120684825,3.1087824186681488,3.170247978061205,3.2397805455493285,3.317694723483921,3.404358553197244,3.5001996557637822,3.605712701642452,3.7214683631224514,3.8481237930270904,3.986434391138074,4.137266020094215,4.301605701518398,4.4805669207235646,4.6753828994255855,4.887378034369201,5.117905925134976,5.368245803189568,0.387589150041567
x=0.80,0.7311458297268959,5.3966146667254264,5.115089214992264,4.855232869330785,4.616578969806843,4.398269441290169,4.199175526713005,4.018022319554212,3.85349238547776,3.7042999280414413,3.56923713440717,3.44719867220416,3.3371909758362817,3.2383319469491667,3.149845221751324,3.0710518038469927,3.001360815123604,2.9402603850247955,2.8873092198878676,2.8421290982263825,2.804398365029299,2.7738464040631556,2.750249021483254,2.7334246570437837,2.7232313384839566,2.719564302785058,2.7223542206018334,2.731565974894772,2.7471979604698626,2.769281887374289,2.797883088005357,2.8331013458385472,2.8750722836681186,2.9239693723316122,2.9800066486337875,3.0434422656805666,3.114583042681636,3.1937902373161444,3.2814868339548515,3.37816672349554,3.4844062323356058,3.6008784995835375,3.728371106793293,3.8678069283558267,4.020267006710867,4.187011739624588,4.369492026543078,4.569334916534995,4.788280425861322,5.028044180180185,0.39503977772731613
x=0.82,0.7446431199708593,5.065483158114338,4.78888306552954,4.535665311746998,4.30518302762478,4.096251396177499,3.9073580593155306,3.7368560570123424,3.5831057371449018,3.4445627857483814,3.3198233838855558,3.2076402796937376,3.1069214187048044,3.0167193967860126,2.936216991485577,2.864711828905065,2.801601803047396,2.7463719909432602,2.6985833111375337,2.6578629120747395,2.623896153917815,2.596420001602875,2.5752176421110216,2.5601141541412247,2.5509730820925887,2.5476937925082153,2.5502095170355625,2.558486010413665,2.5725207748668657,2.5923428239717223,2.6180129803110264,2.649624723057205,2.687305625381536,2.7312194490832127,2.7815689976327875,2.8385998726544317,2.902605338239357,2.973932580452554,3.05299076725884,3.1402614810274754,3.2363123249297803,3.3418147943743466,3.4575678019172993,3.5845283579837233,3.723850337918805,3.8769299048275436,4.04544998705573,4.231403467411746,4.437054135491576,4.664773333741686,0.4023323947691011
x=0.84,0.757842562895277,4.710406057985916,4.4386780060024424,4.192735642796335,3.97159997126513,3.7735490297568783,3.5964939238187226,3.4382737338009344,3.296838563156533,3.1703404270401396,3.057163431772206,2.9559197789728358,2.865429475545426,2.78469428330595,2.712871457229734,2.6492498294134093,2.5932291535794936,2.5443027984735607,2.5020435089594883,2.4660918239725578,2.43614672805419,2.411958152177337,2.3933209964940527,2.380070406561983,2.37207808876982,2.3692494979123504,2.371521770168775,2.3788623090645835,2.391267961652069,2.408764748533969,2.431408135919861,2.4592838621680735,2.4925093569691006,2.5312358206844174,2.575651067484709,2.6259832835879164,2.682505918721141,2.745544027542361,2.815482529111029,2.892777090747493,2.977968720711064,3.0717037454216247,3.1747617272098094,3.2880950448499764,3.412884982992119,3.5506189917112225,3.703188838016541,3.8729922849905947,4.062980248235167,4.276521688349164,0.4094640842173389
x=0.86,0.7707388788989693,4.329013607409735,4.062060616362975,3.8243628210472425,3.614286158546435,3.429195494619427,3.2661304945686895,3.122233234439437,2.99495268817334,2.8821070239840108,2.781872272610454,2.692740382356244,2.613469474939703,2.5430367428385288,2.480597837338948,2.4254534547585944,2.3770225177566546,2.334820928195229,2.2984448416826595,2.267557538369513,2.2418791284893764,2.2211784883224883,2.20526695686154,2.1939934328709465,2.187240598804165,2.184922066255591,2.1869802913759457,2.1933851515731524,2.2041331098546424,2.219246922817633,2.2387758746547415,2.262796544498058,2.291414139862538,2.324764457050314,2.3630165630830944,2.4063763375717935,2.4550910745908703,2.5094554379259,2.5698192137487603,2.6365975614021044,2.7102849166330776,2.7914745186164374,2.8808869982906424,2.979414012586472,3.0881869950215073,3.208686530117009,3.3429115432661085,3.4936175201131667,3.664577608396418,3.860661842052404,0.416431993491338
x=0.88,0.7833269096274834,3.9178359414946287,3.655551570232778,3.427722840518679,3.2313310144863276,3.062151918159394,2.91592616901429,2.7888943551488996,2.677942028021832,2.580564843946938,2.4947727062269234,2.4189870570713246,2.351951238628549,2.2926584888346073,2.2402962717942634,2.1942039693502418,2.153840922733939,2.1187622947591978,2.0886007832421143,2.0630527061468107,2.0418673654534296,2.0248388879798664,2.011799956273725,2.0026170000390957,1.997186533868549,1.9954324121423497,1.9973038355583554,2.002773992215441,2.011839254110594,2.0245188807280683,2.0408552076707123,2.060914322045047,2.0847872493027833,2.112591700143245,2.1444744528306448,2.180614478627712,2.2212269607138997,2.2665684192044004,2.3169432563483365,2.3727122198983905,2.4343036455601936,2.5022290962935725,2.5771066366552517,2.6596984502500853,2.750976744031932,2.852246045959554,2.965374219164293,3.0932133686182146,3.2402796485754317,3.413539419587367,0.42323333552029324
x=0.90,0.795601620036366,3.4714723094603905,3.2139408569462344,2.998990623904583,2.820498763646041,2.671481838513768,2.545846242500839,2.438786086422311,2.34665836105391,2.266732071860438,2.196953705862989,2.1357638411048137,2.0819630471614032,2.034616279776449,1.992985126918278,1.956479616800885,1.9246236494126507,1.897029937358623,1.8733816376559416,1.853418744232309,1.836927911888858,1.8237347888627318,1.813698211479891,1.8067058041783528,1.802670660192227,1.801528871434242,1.8032377432167928,1.8077745788573036,1.8151359566513325,1.825337451110102,1.8384137745056814,1.854419335594104,1.8734292312503449,1.895540704514759,1.92087511959361,1.9495805204884349,1.9818348543418869,2.017849952149866,2.057876368490553,2.1022091965710437,2.151195032120487,2.2052404867801387,2.2648234403858947,2.330510697901377,2.4029929409202304,2.4831676254047403,2.5723506441648283,2.6728109125427992,2.7890214326532012,2.9301242462700414,0.42986538985807615
x=0.92,0.8075581004051143,2.9806561246593692,2.7290935921313366,2.5331356577885695,2.379518422039545,2.25674876444101,2.156500973734382,2.0730475236079067,2.0024677126103305,1.9420384315628574,1.8898261446988984,1.844424668231051,1.804787407256458,1.7701187918842782,1.739802728422263,1.7133544623055037,1.6903875136963482,1.6705905153346863,1.653710692958252,1.6395418943916185,1.6279157964678759,1.6186953758408316,1.6117700241178001,1.607051881188334,1.6044730903220459,1.6039837673938984,1.60555053875016,1.6091555468518608,1.6147958558268634,1.6224832143122345,1.6322441530427496,1.644120411177909,1.658169699230621,1.6744668177149213,1.6931051581549648,1.7141986138224636,1.7378839148604213,1.7643233630378625,1.7937078497091563,1.826259849008954,1.8622357025389322,1.9019258174513727,1.945650230913833,1.9937454166058088,2.0465376317558137,2.1043055964591733,2.1672786460034934,2.23589144022129,2.3121088744367793,2.40427410041109,0.436325503771378
x=0.94,0.8191915683009983,2.4268889592502267,2.187977352752151,2.0242668377868105,1.9070088373307226,1.8188039215215612,1.74966350138163,1.693729776742996,1.6474135895881385,1.6084077379146975,1.5751608874471419,1.546587858392574,1.5219034578565438,1.5005231416239868,1.4820012737918777,1.4659913836757443,1.45221977590068,1.4404675249391312,1.430557898056587,1.4223473918263605,1.4157192359515147,1.4105786218959717,1.4068491646213082,1.4044702656472743,1.40339515020452,1.4035894212889772,1.4050300215354943,1.4077045277678946,1.4116107277480383,1.4167564471669274,1.4231596092839578,1.43084852099452,1.4398623879349177,1.4502520670890715,1.462081066438801,1.4754267931515455,1.490382025237372,1.5070565167728684,1.5255785020599442,1.5460955507131162,1.5687735512351444,1.5937911408102345,1.6213237063003518,1.6515040417974862,1.6843312994557307,1.719467309661844,1.7558001391883096,1.7906052796475171,1.818491496741907,1.8336353387299622,0.4426110933007671
x=0.96,0.8304973704919705,1.7646203845706974,1.5709868668797276,1.4682638386637499,1.4047562663681292,1.361096720282692,1.3289137889697957,1.3040815481373458,1.2843290722965892,1.2682911577556455,1.255088387704756,1.244122756543934,1.2349698141030832,1.2273177845888048,1.2209312352400377,1.2156283713007943,1.21126628933914,1.2077310845105405,1.2049310308670054,1.202791771558875,1.2012528620543121,1.2002652482921956,1.1997894068043313,1.199793964738757,1.200254676257472,1.2011536705018981,1.2024789126166662,1.2042238376833914,1.2063871306234204,1.2089726349313685,1.211989380584756,1.2154517272431242,1.2193796230646607,1.223798981730105,1.2287421792405016,1.2342486646234505,1.2403656580259534,1.2471488610396437,1.2546629950657424,1.262981740735131,1.2721861026440155,1.2823589458716218,1.2935703481557548,1.3058404717773269,1.3190450421293076,1.3326654400966547,1.3450872737189972,1.3514810152522252,1.3368647903028608,1.251529049119271,0.44871964429423844
x=0.98,0.8414709848078965,0.8413026962206667,0.8407978977721683,0.8399567913750503,0.8387797134606568,0.8372671348444594,0.8354196605377371,0.8332380295055801,0.8307231143713131,0.8278759210674581,0.8246975884333746,0.8211893877597389,0.8173527222800451,0.8131891266093304,0.8087002661303491,0.8038879363274419,0.7987540620683669,0.7933006968343765,0.7875300218988541,0.7814443454548324,0.7750461016917478,0.7683378498217966,0.7613222730562849,0.754002177532379,0.7463804911906884,0.7384602626041288,0.7302446597585329,0.7217369687854994,0.7129405926479829,0.7038590497791551,0.6944959726750779,0.6848551064417533,0.6749403072971317,0.6647555410286755,0.6543048814070969,0.6435925085569041,0.6326227072844076,0.6213998653638543,0.6099284717823765,0.598213114944457,0.5862584808366281,0.5740693511531402,0.5616506013833471,0.5490071988615753,0.5361442007802574,0.5230667521671213,0.5097800838272487,0.4962895102508225,0.48260042748740123,0.4687183109875715,0.4546487134128409
